"FeatureId","SaveDomainId","PersistentExpectation","CoverageStatus","SchemaOwner","CurrentImplementation","EvidenceOrReason","UnloadedCellPolicy","ReplacementPolicy","OwningMilestone","Notes"
"P1.NPC.109","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.110","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.111","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.112","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.113","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.114","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.115","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.116","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.117","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.118","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.119","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.120","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.121","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.122","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.123","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.124","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.125","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.VEHICLE.101","vehicles.instances","Persistent","Planned","MSC.Vehicle.Runtime (planned full roster)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","11A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.VEHICLE.102","vehicles.instances","Persistent","Planned","MSC.Vehicle.Runtime (planned full roster)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","11A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.VEHICLE.103","vehicles.instances","Persistent","Planned","MSC.Vehicle.Runtime (planned full roster)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","11A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.VEHICLE.104","vehicles.instances","Persistent","Planned","MSC.Vehicle.Runtime (planned full roster)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","11A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.VEHICLE.105","vehicles.instances","Persistent","Planned","MSC.Vehicle.Runtime (planned full roster)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","11B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.VEHICLE.106","vehicles.instances","Persistent","Planned","MSC.Vehicle.Runtime (planned full roster)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","11B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.VEHICLE.107","vehicles.instances","Persistent","Planned","MSC.Vehicle.Runtime (planned full roster)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.VEHICLE.108","vehicles.instances","Persistent","Planned","MSC.Vehicle.Runtime (planned full roster)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.VEHICLE.109","vehicles.instances","Persistent","Planned","MSC.Vehicle.Runtime (planned full roster)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.VEHICLE.110","vehicles.instances","Persistent","Planned","MSC.Vehicle.Runtime (planned full roster)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.VEHICLE.111","vehicles.instances","Persistent","Planned","MSC.Vehicle.Runtime (planned full roster)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.VEHICLE.112","vehicles.instances","Persistent","Planned","MSC.Vehicle.Runtime (planned full roster)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.SERVICE.101","services.state","Persistent","Planned","MSC.Services.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.SERVICE.102","services.state","Persistent","Planned","MSC.Services.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.SERVICE.103","services.state","Persistent","Planned","MSC.Services.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.SERVICE.104","services.state","Persistent","Planned","MSC.Services.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.SERVICE.105","services.state","Persistent","Planned","MSC.Services.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.SERVICE.106","services.state","Persistent","Planned","MSC.Services.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.SERVICE.107","services.state","Persistent","Planned","MSC.Services.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.SERVICE.108","services.state","Persistent","Planned","MSC.Services.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.SERVICE.109","services.state","Persistent","Planned","MSC.Services.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.SERVICE.110","services.state","Persistent","Planned","MSC.Services.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.SERVICE.111","services.state","Persistent","Planned","MSC.Services.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.SERVICE.112","services.state","Persistent","Planned","MSC.Services.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.SERVICE.113","services.state","Persistent","Planned","MSC.Services.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.SERVICE.114","services.state","Persistent","Planned","MSC.Services.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.SERVICE.115","services.state","Persistent","Planned","MSC.Services.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.SERVICE.116","services.state","Persistent","Planned","MSC.Services.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.SERVICE.117","services.state","Persistent","Planned","MSC.Services.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.SERVICE.118","services.state","Persistent","Planned","MSC.Services.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.SERVICE.119","services.state","Persistent","Planned","MSC.Services.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.COMMS.101","communications.state","Persistent","Planned","MSC.Communications.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.COMMS.102","communications.state","Persistent","Planned","MSC.Communications.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.COMMS.103","communications.state","Persistent","Planned","MSC.Communications.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.COMMS.104","communications.state","Persistent","Planned","MSC.Communications.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.COMMS.105","communications.state","Persistent","Planned","MSC.Communications.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.COMMS.106","communications.state","Persistent","Planned","MSC.Communications.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.COMMS.107","communications.state","Persistent","Planned","MSC.Communications.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.COMMS.108","communications.state","Persistent","Planned","MSC.Communications.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.COMMS.109","communications.state","Persistent","Planned","MSC.Communications.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.COMMS.110","communications.state","Persistent","Planned","MSC.Communications.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.COMMS.111","communications.state","Persistent","Planned","MSC.Communications.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.COMMS.112","communications.state","Persistent","Planned","MSC.Communications.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.COMMS.113","communications.state","Persistent","Planned","MSC.Communications.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.COMMS.114","communications.state","Persistent","Planned","MSC.Communications.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.COMMS.115","communications.state","Persistent","Planned","MSC.Communications.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.COMMS.116","communications.state","Persistent","Planned","MSC.Communications.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.COMMS.117","communications.state","Persistent","Planned","MSC.Communications.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.COMMS.118","communications.state","Persistent","Uncovered","MSC.Communications.Runtime (planned)","Nothing; evidence only","Donor behavior or persistence semantics remain unknown; owning milestone must resolve evidence before defining a DTO.","DeferredByStableId","StableIdPreserved","12A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.EVENT.101","progression.story","Persistent","Planned","MSC.Progression.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.EVENT.102","progression.story","Persistent","Planned","MSC.Progression.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.EVENT.103","progression.story","Persistent","Uncovered","MSC.Progression.Runtime (planned)","Nothing; evidence only","Donor behavior or persistence semantics remain unknown; owning milestone must resolve evidence before defining a DTO.","DeferredByStableId","StableIdPreserved","13A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.EVENT.104","progression.story","Persistent","Uncovered","MSC.Progression.Runtime (planned)","Nothing; evidence only","Donor behavior or persistence semantics remain unknown; owning milestone must resolve evidence before defining a DTO.","DeferredByStableId","StableIdPreserved","13A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.EVENT.105","progression.story","Persistent","Uncovered","MSC.Progression.Runtime (planned)","Nothing; evidence only","Donor behavior or persistence semantics remain unknown; owning milestone must resolve evidence before defining a DTO.","DeferredByStableId","StableIdPreserved","13A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.AUTHORITY.101","authority.state","Persistent","Planned","MSC.Authority.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.AUTHORITY.102","authority.state","Persistent","Planned","MSC.Authority.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.AUTHORITY.103","authority.state","Persistent","Planned","MSC.Authority.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.AUTHORITY.104","authority.state","Persistent","Planned","MSC.Authority.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.AUTHORITY.105","authority.state","Persistent","Planned","MSC.Authority.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.AUTHORITY.106","authority.state","Persistent","Planned","MSC.Authority.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.AUTHORITY.107","authority.state","Persistent","Planned","MSC.Authority.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.AUTHORITY.108","authority.state","Persistent","Planned","MSC.Authority.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.AUTHORITY.109","authority.state","Persistent","Planned","MSC.Authority.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.AUTHORITY.110","authority.state","Persistent","Planned","MSC.Authority.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.AUTHORITY.111","authority.state","Persistent","Planned","MSC.Authority.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.AUTHORITY.112","authority.state","Persistent","Planned","MSC.Authority.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.AUTHORITY.113","authority.state","Persistent","Planned","MSC.Authority.Runtime (planned)","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","13B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
