"FeatureId","Domain","FeatureName","Required","DonorVersionEvidence","DonorSources","PlayerVisibleBehavior","Dependencies","CurrentImplementation","Status","LegacyPresentation","SaveCoverage","UITelemetry","AudioCoverage","TestCoverage","KnownDifferences","OwnerMilestone","HumanDecision","Notes"
"P1.ITEM.157","Items","Portable radio — concrete definition/state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","WOP:34307 PORTABLE_RADIO","Portable radio exists as a stable definition and physical instance where reachable","Stable IDs; Interaction; World streaming; Save","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","PartiallyImplemented","GeneratedValidated TemporaryDirectImport wrapper; manual visual comparison pending","Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending","ItemActionCompleted hook only; definition-specific feedback pending","No definition-specific audio comparison/event coverage","Catalog/state validation boundary present; executed row-specific use/save/stream and donor comparison pending","Generic state/persistence boundary exists; donor-specific transitions, UI/audio and executed row comparison remain pending.","09B","Pending","Parent category P1.ITEM.014; category PortableDevice; instance IDs remain separate from FeatureId. 09B documentation audit: runtime/catalog/presentation/save boundaries are recorded without a Verified claim."
"P1.ITEM.158","Items","Camera — concrete definition/state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","WOP:11211 CAMERA","Camera exists as a stable definition and physical instance where reachable","Stable IDs; Interaction; World streaming; Save","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","PartiallyImplemented","GeneratedValidated TemporaryDirectImport wrapper; manual visual comparison pending","Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending","ItemActionCompleted hook only; definition-specific feedback pending","No definition-specific audio comparison/event coverage","Catalog/state validation boundary present; executed row-specific use/save/stream and donor comparison pending","Generic state/persistence boundary exists; donor-specific transitions, UI/audio and executed row comparison remain pending.","09B","Pending","Parent category P1.ITEM.014; category PortableDevice; instance IDs remain separate from FeatureId. 09B documentation audit: runtime/catalog/presentation/save boundaries are recorded without a Verified claim."
"P1.ITEM.159","Items","Floppy disk — concrete definition/state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","WOP:23686 FLOPPY_DISK","Floppy disk exists as a stable definition and physical instance where reachable","Stable IDs; Interaction; World streaming; Save","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","PartiallyImplemented","GeneratedValidated TemporaryDirectImport wrapper; manual visual comparison pending","Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending","ItemActionCompleted hook only; definition-specific feedback pending","No definition-specific audio comparison/event coverage","Catalog/state validation boundary present; executed row-specific use/save/stream and donor comparison pending","Generic state/persistence boundary exists; donor-specific transitions, UI/audio and executed row comparison remain pending.","09B","Pending","Parent category P1.ITEM.015; category PhysicalMedia; instance IDs remain separate from FeatureId. 09B documentation audit: runtime/catalog/presentation/save boundaries are recorded without a Verified claim."
"P1.ITEM.160","Items","CD set — concrete definition/state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","WOP:20753 CD_SET","CD set exists as a stable definition and physical instance where reachable","Stable IDs; Interaction; World streaming; Save","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","PartiallyImplemented","Project-owned proxy fallback; no reviewed donor wrapper for this definition","Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending","ItemActionCompleted hook only; definition-specific feedback pending","No definition-specific audio comparison/event coverage","Catalog/state validation boundary present; executed row-specific use/save/stream and donor comparison pending","Generic state/persistence boundary exists; donor-specific transitions, UI/audio and executed row comparison remain pending.","09B","Pending","Parent category P1.ITEM.015; category PhysicalMedia; instance IDs remain separate from FeatureId. 09B documentation audit: runtime/catalog/presentation/save boundaries are recorded without a Verified claim."
"P1.ITEM.161","Items","Notepad — concrete definition/state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","WOP:35441 NOTEPAD","Notepad exists as a stable definition and physical instance where reachable","Stable IDs; Interaction; World streaming; Save","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","PartiallyImplemented","GeneratedValidated TemporaryDirectImport wrapper; manual visual comparison pending","Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending","ItemActionCompleted hook only; definition-specific feedback pending","No definition-specific audio comparison/event coverage","Catalog/state validation boundary present; executed row-specific use/save/stream and donor comparison pending","Generic state/persistence boundary exists; donor-specific transitions, UI/audio and executed row comparison remain pending.","09B","Pending","Parent category P1.ITEM.015; category Readable; instance IDs remain separate from FeatureId. 09B documentation audit: runtime/catalog/presentation/save boundaries are recorded without a Verified claim."
"P1.ITEM.162","Items","Parts magazine — concrete definition/state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","WOP:19692 PARTS_MAGAZINE","Parts magazine exists as a stable definition and physical instance where reachable","Stable IDs; Interaction; World streaming; Save","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","PartiallyImplemented","GeneratedValidated TemporaryDirectImport wrapper; manual visual comparison pending","Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending","ItemActionCompleted hook only; definition-specific feedback pending","No definition-specific audio comparison/event coverage","Catalog/state validation boundary present; executed row-specific use/save/stream and donor comparison pending","Generic state/persistence boundary exists; donor-specific transitions, UI/audio and executed row comparison remain pending.","09B","Pending","Parent category P1.ITEM.015; category Readable; instance IDs remain separate from FeatureId. 09B documentation audit: runtime/catalog/presentation/save boundaries are recorded without a Verified claim."
"P1.ITEM.163","Items","TV remote — concrete definition/state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","WOP:12839 TV_REMOTE","TV remote exists as a stable definition and physical instance where reachable","Stable IDs; Interaction; World streaming; Save","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","PartiallyImplemented","GeneratedValidated TemporaryDirectImport wrapper; manual visual comparison pending","Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending","ItemActionCompleted hook only; definition-specific feedback pending","No definition-specific audio comparison/event coverage","Catalog/state validation boundary present; executed row-specific use/save/stream and donor comparison pending","Generic state/persistence boundary exists; donor-specific transitions, UI/audio and executed row comparison remain pending.","09B","Pending","Parent category P1.ITEM.014; category PortableDevice; instance IDs remain separate from FeatureId. 09B documentation audit: runtime/catalog/presentation/save boundaries are recorded without a Verified claim."
"P1.ITEM.164","Items","Audio CD 01 — concrete definition/state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","WOP AUDIO_CD.01","Audio CD 01 exists as a stable definition and physical instance where reachable","Stable IDs; Interaction; World streaming; Save","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","PartiallyImplemented","GeneratedValidated TemporaryDirectImport wrapper; manual visual comparison pending","Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending","ItemActionCompleted hook only; definition-specific feedback pending","No definition-specific audio comparison/event coverage","Catalog/state validation boundary present; executed row-specific use/save/stream and donor comparison pending","Generic state/persistence boundary exists; donor-specific transitions, UI/audio and executed row comparison remain pending.","09B","Pending","Parent category P1.ITEM.015; category PhysicalMedia; instance IDs remain separate from FeatureId. 09B documentation audit: runtime/catalog/presentation/save boundaries are recorded without a Verified claim."
"P1.ITEM.165","Items","Audio CD 02 — concrete definition/state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","WOP AUDIO_CD.02","Audio CD 02 exists as a stable definition and physical instance where reachable","Stable IDs; Interaction; World streaming; Save","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","PartiallyImplemented","GeneratedValidated TemporaryDirectImport wrapper; manual visual comparison pending","Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending","ItemActionCompleted hook only; definition-specific feedback pending","No definition-specific audio comparison/event coverage","Catalog/state validation boundary present; executed row-specific use/save/stream and donor comparison pending","Generic state/persistence boundary exists; donor-specific transitions, UI/audio and executed row comparison remain pending.","09B","Pending","Parent category P1.ITEM.015; category PhysicalMedia; instance IDs remain separate from FeatureId. 09B documentation audit: runtime/catalog/presentation/save boundaries are recorded without a Verified claim."
"P1.ITEM.166","Items","Audio CD 03 — concrete definition/state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","WOP AUDIO_CD.03","Audio CD 03 exists as a stable definition and physical instance where reachable","Stable IDs; Interaction; World streaming; Save","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","PartiallyImplemented","GeneratedValidated TemporaryDirectImport wrapper; manual visual comparison pending","Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending","ItemActionCompleted hook only; definition-specific feedback pending","No definition-specific audio comparison/event coverage","Catalog/state validation boundary present; executed row-specific use/save/stream and donor comparison pending","Physical media state exists; case/player membership and playback are downstream.","09B","Pending","Parent category P1.ITEM.015; category PhysicalMedia; instance IDs remain separate from FeatureId. 09B documentation audit: runtime/catalog/presentation/save boundaries are recorded without a Verified claim."
"P1.ITEM.167","Items","Audio CD case 01 — concrete definition/state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","WOP CD case 01","Audio CD case 01 exists as a stable definition and physical instance where reachable","Stable IDs; Interaction; World streaming; Save","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","PartiallyImplemented","GeneratedValidated TemporaryDirectImport wrapper; manual visual comparison pending","Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending","ItemActionCompleted hook only; definition-specific feedback pending","No definition-specific audio comparison/event coverage","Catalog/state validation boundary present; executed row-specific use/save/stream and donor comparison pending","Open container state exists; CD membership and player flow are incomplete.","09B","Pending","Parent category P1.ITEM.015; category PhysicalMediaContainer; instance IDs remain separate from FeatureId. 09B documentation audit: runtime/catalog/presentation/save boundaries are recorded without a Verified claim."
"P1.ITEM.168","Items","Audio CD case 02 — concrete definition/state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","WOP CD case 02","Audio CD case 02 exists as a stable definition and physical instance where reachable","Stable IDs; Interaction; World streaming; Save","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","PartiallyImplemented","GeneratedValidated TemporaryDirectImport wrapper; manual visual comparison pending","Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending","ItemActionCompleted hook only; definition-specific feedback pending","No definition-specific audio comparison/event coverage","Catalog/state validation boundary present; executed row-specific use/save/stream and donor comparison pending","Open container state exists; CD membership and player flow are incomplete.","09B","Pending","Parent category P1.ITEM.015; category PhysicalMediaContainer; instance IDs remain separate from FeatureId. 09B documentation audit: runtime/catalog/presentation/save boundaries are recorded without a Verified claim."
"P1.ITEM.169","Items","Audio CD case 03 — concrete definition/state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","WOP CD case 03","Audio CD case 03 exists as a stable definition and physical instance where reachable","Stable IDs; Interaction; World streaming; Save","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","PartiallyImplemented","GeneratedValidated TemporaryDirectImport wrapper; manual visual comparison pending","Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending","ItemActionCompleted hook only; definition-specific feedback pending","No definition-specific audio comparison/event coverage","Catalog/state validation boundary present; executed row-specific use/save/stream and donor comparison pending","Open container state exists; CD membership and player flow are incomplete.","09B","Pending","Parent category P1.ITEM.015; category PhysicalMediaContainer; instance IDs remain separate from FeatureId. 09B documentation audit: runtime/catalog/presentation/save boundaries are recorded without a Verified claim."
"P1.ITEM.170","Items","Sofa — concrete definition/state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","WOP:15559 SOFA","Sofa exists as a stable definition and physical instance where reachable","Stable IDs; Interaction; World streaming; Save","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","PartiallyImplemented","GeneratedValidated TemporaryDirectImport wrapper; manual visual comparison pending","Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending","ItemActionCompleted hook only; definition-specific feedback pending","No definition-specific audio comparison/event coverage","Catalog/state validation boundary present; executed row-specific use/save/stream and donor comparison pending","Physical cargo state exists; sofa sleep behavior belongs to 09C and remains absent.","09B","Pending","Parent category P1.ITEM.016; category MovableCargo; instance IDs remain separate from FeatureId. 09B documentation audit: runtime/catalog/presentation/save boundaries are recorded without a Verified claim."
"P1.ITEM.171","Items","Basketball — concrete definition/state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","WOP:16522 BASKETBALL","Basketball exists as a stable definition and physical instance where reachable","Stable IDs; Interaction; World streaming; Save","09B stable item instance now uses a dynamic gravity-enabled Rigidbody, sphere collider, basketball-specific friction/bounce and VotV-style loose-body wake/release policy.","PartiallyImplemented","GeneratedValidated TemporaryDirectImport wrapper now uses hash-locked basketball albedo and normal textures; manual visual comparison pending","Partial: items.instances.native.v1 logical state + world.entities.native.v2 dynamic pose/gravity; v9-to-v10 gravity migration and automated throw regression pass, unloaded-cell/manual round-trip pending","ItemActionCompleted hook only; definition-specific feedback pending","No definition-specific audio comparison/event coverage","Executed Item/Save EditMode suite and targeted PlayMode pickup/throw test cover gravity restoration, collision and ball physics; donor tuning/stream comparison pending","Manual donor comparison, final bounce tuning, any basketball activity/scoring behavior, UI/audio and unloaded-stream proof remain pending.","09B","Pending","Parent category P1.ITEM.016; category SportsItem; instance IDs remain separate from FeatureId. Temporary surface provenance is recorded in Phase1ItemSurfacePresentationManifest.json."
"P1.ITEM.172","Items","Football — concrete definition/state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","WOP:10009 FOOTBALL","Football exists as a stable definition and physical instance where reachable","Stable IDs; Interaction; World streaming; Save","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","PartiallyImplemented","GeneratedValidated TemporaryDirectImport wrapper; manual visual comparison pending","Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending","ItemActionCompleted hook only; definition-specific feedback pending","No definition-specific audio comparison/event coverage","Catalog/state validation boundary present; executed row-specific use/save/stream and donor comparison pending","Generic state/persistence boundary exists; donor-specific transitions, UI/audio and executed row comparison remain pending.","09B","Pending","Parent category P1.ITEM.016; category SportsItem; instance IDs remain separate from FeatureId. 09B documentation audit: runtime/catalog/presentation/save boundaries are recorded without a Verified claim."
"P1.ITEM.173","Items","Firewood definition — concrete definition/state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Exported prefab FIREWOOD","Firewood definition exists as a stable definition and physical instance where reachable","Stable IDs; Interaction; World streaming; Save","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","PartiallyImplemented","Project-owned proxy fallback; no reviewed donor wrapper for this definition","Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending","ItemActionCompleted hook only; definition-specific feedback pending","No definition-specific audio comparison/event coverage","Catalog/state validation boundary present; executed row-specific use/save/stream and donor comparison pending","Generic state/persistence boundary exists; donor-specific transitions, UI/audio and executed row comparison remain pending.","09B","Pending","Parent category P1.ITEM.013; category Cargo; instance IDs remain separate from FeatureId. 09B documentation audit: runtime/catalog/presentation/save boundaries are recorded without a Verified claim."
"P1.ITEM.174","Items","Shopping bag — concrete definition/state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Exported prefab SHOPPING_BAG","Shopping bag exists as a stable definition and physical instance where reachable","Stable IDs; Interaction; World streaming; Save","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","PartiallyImplemented","Project-owned proxy fallback; no reviewed donor wrapper for this definition","Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending","ItemActionCompleted hook only; definition-specific feedback pending","No definition-specific audio comparison/event coverage","Catalog/state validation boundary present; executed row-specific use/save/stream and donor comparison pending","Open container state exists; shopping contents/acquisition flow is incomplete.","09B","Pending","Parent category P1.ITEM.018; category Container; instance IDs remain separate from FeatureId. 09B documentation audit: runtime/catalog/presentation/save boundaries are recorded without a Verified claim."
"P1.ITEM.175","Items","Berry box — concrete definition/state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Exported prefab BERRY_BOX","Berry box exists as a stable definition and physical instance where reachable","Stable IDs; Interaction; World streaming; Save","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","PartiallyImplemented","Project-owned proxy fallback; no reviewed donor wrapper for this definition","Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending","ItemActionCompleted hook only; definition-specific feedback pending","No definition-specific audio comparison/event coverage","Catalog/state validation boundary present; executed row-specific use/save/stream and donor comparison pending","Open container state exists; berry contents/acquisition flow is incomplete.","09B","Pending","Parent category P1.ITEM.018; category Container; instance IDs remain separate from FeatureId. 09B documentation audit: runtime/catalog/presentation/save boundaries are recorded without a Verified claim."
"P1.ITEM.176","Items","Fireworks bag — concrete definition/state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","WOP:6832 FIREWORKS_BAG","Fireworks bag exists as a stable definition and physical instance where reachable","Stable IDs; Interaction; World streaming; Save","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","PartiallyImplemented","GeneratedValidated TemporaryDirectImport wrapper; manual visual comparison pending","Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending","ItemActionCompleted hook only; definition-specific feedback pending","No definition-specific audio comparison/event coverage","Catalog/state validation boundary present; executed row-specific use/save/stream and donor comparison pending","Open container state exists; rocket membership and firework use flow are incomplete.","09B","Pending","Parent category P1.ITEM.018; category ConsumableContainer; instance IDs remain separate from FeatureId. 09B documentation audit: runtime/catalog/presentation/save boundaries are recorded without a Verified claim."
"P1.ITEM.177","Items","Suitcase — concrete definition/state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","WOP:9480 SUITCASE","Suitcase exists as a stable definition and physical instance where reachable","Stable IDs; Interaction; World streaming; Save","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","PartiallyImplemented","GeneratedValidated TemporaryDirectImport wrapper; manual visual comparison pending","Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending","ItemActionCompleted hook only; definition-specific feedback pending","No definition-specific audio comparison/event coverage","Catalog/state validation boundary present; executed row-specific use/save/stream and donor comparison pending","Generic state/persistence boundary exists; donor-specific transitions, UI/audio and executed row comparison remain pending.","09B","Pending","Parent category P1.ITEM.016; category StoryCargo; instance IDs remain separate from FeatureId. 09B documentation audit: runtime/catalog/presentation/save boundaries are recorded without a Verified claim."
"P1.ITEM.178","Items","Rocket/firework object — concrete definition/state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Exported prefab ROCKET","Rocket/firework object exists as a stable definition and physical instance where reachable","Stable IDs; Interaction; World streaming; Save","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","PartiallyImplemented","Project-owned proxy fallback; no reviewed donor wrapper for this definition","Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending","ItemActionCompleted hook only; definition-specific feedback pending","No definition-specific audio comparison/event coverage","Catalog/state validation boundary present; executed row-specific use/save/stream and donor comparison pending","Consumable state exists; ignition/flight/explosion behavior and presentation are missing.","09B","Pending","Parent category P1.ITEM.018; category Consumable; instance IDs remain separate from FeatureId. 09B documentation audit: runtime/catalog/presentation/save boundaries are recorded without a Verified claim."
"P1.ITEM.179","Items","Xmas lights — concrete definition/state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Exported prefab XMAS_LIGHTS","Xmas lights exists as a stable definition and physical instance where reachable","Stable IDs; Interaction; World streaming; Save","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","PartiallyImplemented","Project-owned proxy fallback; no reviewed donor wrapper for this definition","Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending","ItemActionCompleted hook only; definition-specific feedback pending","No definition-specific audio comparison/event coverage","Catalog/state validation boundary present; executed row-specific use/save/stream and donor comparison pending","Physical state exists; decoration installation/power behavior and presentation are missing.","09B","Pending","Parent category P1.ITEM.016; category Decoration; instance IDs remain separate from FeatureId. 09B documentation audit: runtime/catalog/presentation/save boundaries are recorded without a Verified claim."
"P1.ITEM.180","Items","Trophy candidates — concrete definition/state","No","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Exported trophy prefabs; reachability unproven","Trophy candidates exists as a stable definition and physical instance where reachable","Stable IDs; Interaction; World streaming; Save","09B optional catalog definition only; donor reachability and required-scope status are unproven.","Blocked","Project-owned proxy fallback; no reviewed donor wrapper for this definition","Uncovered: no authoritative reachable instance; generic schema capability is not coverage","ItemActionCompleted hook only; definition-specific feedback pending","No definition-specific audio comparison/event coverage","Blocked pending locked-donor reachability evidence","Donor reachability is unproven; keep outside required scope unless evidence changes.","09B","Pending","Parent category P1.ITEM.016; category Candidate; instance IDs remain separate from FeatureId. 09B documentation audit: runtime/catalog/presentation/save boundaries are recorded without a Verified claim."
"P1.ITEM.181","Items","Eyewear candidates — concrete definition/state","No","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Exported eyewear prefabs; reachability unproven","Eyewear candidates exists as a stable definition and physical instance where reachable","Stable IDs; Interaction; World streaming; Save","09B optional catalog definition only; donor reachability and required-scope status are unproven.","Blocked","Project-owned proxy fallback; no reviewed donor wrapper for this definition","Uncovered: no authoritative reachable instance; generic schema capability is not coverage","ItemActionCompleted hook only; definition-specific feedback pending","No definition-specific audio comparison/event coverage","Blocked pending locked-donor reachability evidence","Donor reachability is unproven; keep outside required scope unless evidence changes.","09B","Pending","Parent category P1.ITEM.016; category Candidate; instance IDs remain separate from FeatureId. 09B documentation audit: runtime/catalog/presentation/save boundaries are recorded without a Verified claim."
"P1.ITEM.182","Items","Hat candidates — concrete definition/state","No","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Exported hat prefabs; reachability unproven","Hat candidates exists as a stable definition and physical instance where reachable","Stable IDs; Interaction; World streaming; Save","09B optional catalog definition only; donor reachability and required-scope status are unproven.","Blocked","Project-owned proxy fallback; no reviewed donor wrapper for this definition","Uncovered: no authoritative reachable instance; generic schema capability is not coverage","ItemActionCompleted hook only; definition-specific feedback pending","No definition-specific audio comparison/event coverage","Blocked pending locked-donor reachability evidence","Donor reachability is unproven; keep outside required scope unless evidence changes.","09B","Pending","Parent category P1.ITEM.016; category Candidate; instance IDs remain separate from FeatureId. 09B documentation audit: runtime/catalog/presentation/save boundaries are recorded without a Verified claim."
"P1.NPC.101","NPC","Jokke wife — identity, schedule and state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen HouseDrunk/LOD/Wife/Point, Lamore and wife1..6 audio evidence; no physical body in locked scene; NPC_ROSTER.csv","Jokke wife — identity, schedule and state","NPC foundation; World streaming; GameTime; Dialogue; Save; Jokke story","10B-R2 explicit StateOnly stable identity and exact converted state anchor","PartiallyImplemented","No wrapper by evidence; runtime rejects schedules/materialization for StateOnly characters","npc.state schema 2 in document v12 persists the relationship-state identity","No physical interaction target","Donor wife1..6 mapping pending","NPC EditMode 16/16 and save migration 3/3; story comparison pending","Relationship events/audio incomplete; no body was fabricated","10B","Pending","One non-physical identity; row is not Verified"
"P1.NPC.102","NPC","Cousin/KUSKI driver — identity, schedule and state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen04A1 WOP individual authored instance/role evidence; NPC_ROSTER.csv","Cousin/KUSKI driver — identity, schedule and state","NPC foundation; World streaming; GameTime; Dialogue; Save","Nothing; evidence only","EvidenceCaptured","External frozen presentation evidence; no project wrapper","None","None","None","None","Existence does not prove reachability, rules, ordering or persistence","10B","Pending","Roster group StoryTraffic; one identity must not be duplicated across context bodies"
